Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Category,Latitude,Longitude,Wikipedia_URL,Wikipedia_Image
Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,2.0,4.1,20,Yes,Monday,Wildlife,Yes,0.25,Afternoon,Modern,17.7660894,83.3494389,https://en.wikipedia.org/wiki/Indira_Gandhi_Zoological_Park,https://upload.wikimedia.org/wikipedia/commons/3/33/An_Emu_at_Indira_Gandhi_Zoo_park_in_Visakhapatnam_%281%29.JPG
Southern,Andhra Pradesh,Visakhapatnam,Matsyadarshini Aquarium,Aquarium,Unknown,1.0,3.8,20,Yes,,Recreational,Yes,0.03,All,Modern,17.7128522,83.3199058,,images.jpg
Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1991,1.0,4.3,10,Yes,,Cultural,Yes,0.065,All,Other,17.7208267,83.3338207,https://en.wikipedia.org/wiki/Visakha_Museum,https://upload.wikimedia.org/wikipedia/commons/6/6e/Visakha_Museum.JPG
Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,2.0,4.3,20,Yes,,Historical,Yes,0.15,Afternoon,Nature,27.3868289,88.8308961,https://en.wikipedia.org/wiki/Gangtok_district,https://upload.wikimedia.org/wikipedia/commons/9/9e/Bird%27s_eye_view_of_Gangtok_City_from_Ganeshtok.jpg
Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,1.0,4.6,20,No,,Religious,No,0.015,Morning,Heritage,27.3003722,88.2356503,https://en.wikipedia.org/wiki/Pemayangtse_Monastery,https://upload.wikimedia.org/wikipedia/commons/6/6e/Chains_buried_into_solid_concrete_below.jpg
Eastern,Sikkim,Namchi,Char Dham,Religious Complex,211,2.0,4.7,50,Yes,,Religious,No,0.12,All,Temple,27.1735348,88.321995,https://en.wikipedia.org/wiki/Namchi,https://upload.wikimedia.org/wikipedia/commons/f/fb/Cherry_Resort_inside_Temi_Tea_Garden%2C_Namchi%2C_Sikkim.jpg
Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,1.0,4.6,10,Yes,,Religious,No,0.035,Morning,Heritage,27.2887581,88.56142,https://en.wikipedia.org/wiki/Rumtek_Monastery,https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg
Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1.0,4.8,50,Yes,,Cultural,Yes,0.1,All,Modern,27.3116732,88.3635699,https://en.wikipedia.org/wiki/Buddha_Park_of_Ravangla,https://upload.wikimedia.org/wikipedia/commons/9/9e/Buddha_Park_-_Tathagata_Tsal.jpg
Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1.0,4.7,0,Yes,,Religious,No,0.075,All,Temple,27.3658755,88.8378893,https://en.wikipedia.org/wiki/Baba_Harbhajan_Singh,https://upload.wikimedia.org/wikipedia/commons/4/4b/Baba_Harbhajan_Singh.JPG
Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2.0,4.5,0,Yes,,Nature,Yes,0.15,Morning,Nature,27.3745307,88.7619799,https://en.wikipedia.org/wiki/Lake_Tsomgo,https://upload.wikimedia.org/wikipedia/commons/6/6d/Changu_Lake%2C_Gangtok.jpg
North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,2.0,4.6,0,Yes,,Religious,No,0.21,All,Temple,26.165107,91.7059298,https://en.wikipedia.org/wiki/Kamakhya_Temple,https://upload.wikimedia.org/wikipedia/commons/6/67/Aum_Om_red.svg
North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3.0,4.5,650,No,,Wildlife,No,0.068,Morning,Nature,26.5863767,93.4020882,https://en.wikipedia.org/wiki/Kaziranga_National_Park,https://upload.wikimedia.org/wikipedia/commons/e/ee/Asian_Elephant_in_Corbett_National_Park.jpg
North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,1.0,4.1,0,Yes,,Nature,Yes,0.01,Morning,Nature,26.1964855,91.7449949,https://en.wikipedia.org/wiki/Umananda_Island,https://upload.wikimedia.org/wikipedia/commons/7/73/Assam_close-up.PNG
North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1.0,4.7,0,No,,Historical,Yes,0.065,All,Temple,26.9834936,94.6394226,https://en.wikipedia.org/wiki/Sivasagar_district,https://upload.wikimedia.org/wikipedia/commons/0/0b/Ahom_Raja%27s_Palace%2C_Garhgaon%2C_Sivasagar.JPG
North Eastern,Assam,Majuli,Majuli Island,River Island,Unknown,2.0,4.7,0,No,,Cultural,Yes,0.01,Morning,Nature,27.0129015,94.2746854,https://en.wikipedia.org/wiki/Majuli,https://upload.wikimedia.org/wikipedia/commons/1/15/Aauniati_satra_gate.jpg
North Eastern,Assam,Manas,Manas National Park,National Park,1990,3.0,4.6,500,No,,Wildlife,Yes,0.19,Morning,Nature,26.4842089,90.7914608,https://en.wikipedia.org/wiki/Manas_National_Park,https://upload.wikimedia.org/wikipedia/commons/e/ee/Asian_Elephant_in_Corbett_National_Park.jpg
North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1.0,4.5,0,No,,Religious,Yes,0.9,All,Temple,26.2429185,91.526535,https://en.wikipedia.org/wiki/Hayagriva_Madhava_Temple,https://upload.wikimedia.org/wikipedia/commons/6/6f/Balabhadra_Subhadra_Jagannath.jpg
North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,2.0,4.4,500,Yes,,Wildlife,Yes,0.037,All,Nature,26.1805978,91.753943,https://en.wikipedia.org/wiki/Pobitora_Wildlife_Sanctuary,https://upload.wikimedia.org/wikipedia/commons/8/82/Indian_Rhino_in_Pobitora.jpg
North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,1680,2.0,4.7,0,No,,Religious,No,0.032,Morning,Heritage,27.5866091,91.8573902,https://en.wikipedia.org/wiki/Tawang_Monastery,https://upload.wikimedia.org/wikipedia/commons/f/fd/%22Gaden_Namgyal_Lhatse%22_%28Tibetan%29_was_consecrated_by_Tenzin_Gyatso%2C_the_14th_Dalai_Lama_of_Tibet_on_15_October_1997_detail%2C_from-_Tawang_Monastery_100_%2822%29_%28cropped%29.jpg
North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10,Yes,Monday,Historical,Yes,0.035,All,Heritage,23.8369868,91.2827507,https://en.wikipedia.org/wiki/Ujjayanta_Palace,https://upload.wikimedia.org/wikipedia/commons/2/2b/Tripura_State_Museum_Agartala_Tripura_India.jpg
North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1.0,4.5,0,No,,Nature,Yes,0.01,Morning,Nature,23.4736314,91.8381882,,images.jpg
North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,20,No,,Historical,Yes,0.025,Morning,Heritage,24.1909848,92.0460483,https://en.wikipedia.org/wiki/Unakoti,https://upload.wikimedia.org/wikipedia/commons/6/69/Aum_Om_navy_blue_circle_hollow_coral.svg
Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.5,4.6,0,No,,Nature,Yes,0.19,Morning,Nature,19.1191282,81.8291865,https://en.wikipedia.org/wiki/Chitrakote_Falls,https://upload.wikimedia.org/wikipedia/commons/8/84/Chitrakot9.JPG
North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3.0,4.7,0,No,,Trekking,Yes,0.01,Afternoon,Nature,25.5605322,94.0773878,https://en.wikipedia.org/wiki/Dz%C3%BCko_Valley,https://upload.wikimedia.org/wikipedia/commons/4/44/Breathtaking_beauty_of_Dzukou_Valley_in_Manipur-Nagaland_border_%28edit%29.jpg
Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1.0,4.5,0,Yes,,Recreational,Yes,0.09,Morning,Nature,11.9321674,79.8360554,https://en.wikipedia.org/wiki/Promenade_Beach,https://upload.wikimedia.org/wikipedia/commons/7/7c/Banner_of_Puducherry.png
Southern,Puducherry,Auroville,Auroville,Township,1968,2.0,4.1,0,Yes,,Cultural,Yes,0.035,All,Modern,12.0094118,79.8117879,https://en.wikipedia.org/wiki/Auroville,https://upload.wikimedia.org/wikipedia/commons/2/2a/2010_Utopien_arche04.jpg
Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1.0,4.5,200,Yes,,Recreational,Yes,0.015,Morning,Nature,11.869834,79.8198877,https://en.wikipedia.org/wiki/Eden_Beach_Puducherry,https://upload.wikimedia.org/wikipedia/en/b/b4/Ambox_important.svg
Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,1.5,4.7,30,Yes,Monday,Historical,Yes,0.12,Afternoon,Heritage,11.6744456,92.7477856,https://en.wikipedia.org/wiki/Port_Blair,https://upload.wikimedia.org/wikipedia/commons/c/c4/Aberdeen_clock_tower-1-port_blair-andaman-India.jpg
Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,1.0,4.8,0,No,,Nature,Yes,0.09,Morning,Nature,11.9651954,92.9956211,https://en.wikipedia.org/wiki/Radhanagar_Beach,https://upload.wikimedia.org/wikipedia/commons/1/1f/Radha_Nagar_beach%2C_Havelock_Island%2C_Andamn%2C_India-_Sun_set_view.jpg
Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,1.0,4.5,0,No,,Nature,Yes,0.04,Morning,Nature,11.8313739,93.0419302,https://en.wikipedia.org/wiki/Neil_Island,https://upload.wikimedia.org/wikipedia/commons/0/02/Andaman_Islands%2C_Full_moon_night%2C_Forest_by_the_sea_at_night.jpg
Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,1.5,4.4,250,No,,Nature,Yes,0.015,Morning,Hidden Gem,12.1883182,92.8110351,https://en.wikipedia.org/wiki/Baratang_Island,https://upload.wikimedia.org/wikipedia/commons/0/0f/Baratang_I_locale.png
Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,1.0,4.5,0,No,,Nature,Yes,0.6,Afternoon,Nature,20.7109607,70.980783,,images.jpg
Western,Daman and Diu,Diu,Diu Fort,Fort,1535,1.5,4.6,0,No,,Historical,Yes,1.2,Afternoon,Heritage,20.7154213,70.9937678,https://en.wikipedia.org/wiki/Dadra_and_Nagar_Haveli_and_Daman_and_Diu,https://upload.wikimedia.org/wikipedia/commons/5/5f/DadraAndNagarHaveliAndDamanAndDiu2024OSM.png
Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,Yes,1.8,All,Temple,24.4898318,86.6990182,https://en.wikipedia.org/wiki/Baidyanath_Temple,https://upload.wikimedia.org/wikipedia/commons/b/b7/Om_symbol.svg
Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,1.0,4.6,0,Yes,,Religious,Yes,0.13,All,Temple,23.3781129,85.3119723,https://en.wikipedia.org/wiki/Pahari_Mandir,https://upload.wikimedia.org/wikipedia/commons/b/b7/Om_symbol.svg
Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,-260,1.5,4.7,0,Yes,,Religious,Yes,0.2,All,Temple,24.6959303,84.9913903,https://en.wikipedia.org/wiki/Mahabodhi_Temple,https://upload.wikimedia.org/wikipedia/commons/7/79/063_Flower_Design_%289221997322%29.jpg
Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,2.5,4.3,30,Yes,,Wildlife,Yes,0.5,All,Modern,25.6093239,85.1235252,https://en.wikipedia.org/wiki/Sanjay_Gandhi_Biological_Park,https://upload.wikimedia.org/wikipedia/commons/f/fe/An_Elephant_Family_at_Sanjay_Gandhi_Biological_Park%2C_Patna%2C_Bihar%2C_India.jpg
Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,1.0,4.7,0,Yes,,Religious,Yes,0.25,All,Temple,25.6093239,85.1235252,,images.jpg
Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,1.0,4.4,10,Yes,,Cultural,Yes,0.31,All,Modern,25.6093239,85.1235252,,images.jpg
Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,3.0,4.4,1100,Yes,Monday,Entertainment,Yes,0.3,Afternoon,Modern,28.4681299,77.0691264,https://en.wikipedia.org/wiki/Kingdom_of_Dreams,https://upload.wikimedia.org/wikipedia/commons/6/68/Culture_Gully_and_Nautanki_Mahal_auditorium%2C_Kingdom_of_Dreams%2C_Gurgaon.jpg
Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,2.0,4.6,0,Yes,,Shopping,Yes,1.2,Afternoon,Modern,28.5042583,77.0972049,https://en.wikipedia.org/wiki/List_of_shopping_malls_in_India,https://upload.wikimedia.org/wikipedia/commons/a/af/22_Camac_St_%283%29.jpg
Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,2.0,4.7,0,Yes,,Entertainment,Yes,0.71,Afternoon,Modern,28.4646148,77.0299194,https://en.wikipedia.org/wiki/Cyber_City_Gurgaon,https://upload.wikimedia.org/wikipedia/commons/e/e8/Crystal_Clear_app_kedit.svg
Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1.0,4.8,0,Yes,,Religious,Yes,1.05,All,Temple,28.6280479,77.2093211,https://en.wikipedia.org/wiki/Gurdwara_Bangla_Sahib,https://upload.wikimedia.org/wikipedia/commons/1/10/Bangla_Sahib_Gurdwara_Panorama.jpg
Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,0,No,,Religious,No,2.0,All,Temple,30.7351836,79.0668727,https://en.wikipedia.org/wiki/Kedarnath,https://upload.wikimedia.org/wikipedia/commons/b/b7/Om_symbol.svg
Central,Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,2.0,4.6,0,Yes,,Shopping,Yes,1.5,All,Modern,28.5674442,77.321124,https://en.wikipedia.org/wiki/List_of_shopping_malls_in_India,https://upload.wikimedia.org/wikipedia/commons/a/af/22_Camac_St_%283%29.jpg
Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,2.0,4.2,0,Yes,,Shopping,Yes,0.45,All,Modern,28.4526337,77.5262656,https://en.wikipedia.org/wiki/The_Grand_Venice_Mall,https://upload.wikimedia.org/wikipedia/en/b/b4/Ambox_important.svg
Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,4.0,4.5,890,Yes,,Entertainment,Yes,0.95,All,Modern,12.9767936,77.590082,https://en.wikipedia.org/wiki/Wonderla,https://upload.wikimedia.org/wikipedia/commons/3/33/Kochouseph_Chittilappilly_DS.jpg
Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,3.0,4.4,50,Yes,Monday,Wildlife,Yes,0.81,Afternoon,Modern,20.2602964,85.8394521,https://en.wikipedia.org/wiki/Nandankanan_Zoological_Park,https://upload.wikimedia.org/wikipedia/commons/4/44/Wapiti_from_Wagon_Trails.jpg
Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2.0,4.5,0,Yes,,Shopping,Yes,1.8,All,Modern,13.0109788,77.5552238,https://en.wikipedia.org/wiki/Orion_Mall,https://upload.wikimedia.org/wikipedia/commons/a/a3/Mall_of_the_North%2C_Polokwane%2C_Limpopo%2C_South_Africa_%2810186032573%29.jpg
Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2.0,4.5,0,Yes,,Shopping,Yes,1.2,All,Modern,17.4345546,78.3866982,https://en.wikipedia.org/wiki/Inorbit_Mall,https://upload.wikimedia.org/wikipedia/commons/1/1a/In_Orbit_Mall.jpg
Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,1.0,4.5,0,Yes,,Historical,Yes,0.49,All,Temple,28.595544,77.1213161,"https://en.wikipedia.org/wiki/Jama_Mosque,_Delhi",https://upload.wikimedia.org/wikipedia/commons/4/4e/Allah-green.svg
Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,1.5,4.7,0,Yes,,Religious,No,0.1,All,Temple,9.2880968,79.3173756,https://en.wikipedia.org/wiki/Ramanathaswamy_Temple,https://upload.wikimedia.org/wikipedia/commons/0/06/43Rameswaram_The_Great_Corridor.jpg
Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2.0,4.6,1500,Yes,Sunday,Sports,Yes,7.4,All,Modern,28.4670734,77.5137649,https://en.wikipedia.org/wiki/Buddh_International_Circuit,https://upload.wikimedia.org/wikipedia/commons/5/5c/Alonso_Buddh_2011.jpg
Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,2.0,4.6,0,Yes,,Shopping,Yes,0.35,All,Modern,26.8087716,81.0127929,,images.jpg
Southern,Kerala,Kochi,LuLu International Shopping Mall,Mall,2013,3.0,4.6,0,Yes,,Shopping,Yes,1.9,All,Modern,10.0272184,76.3078873,"https://en.wikipedia.org/wiki/Lulu_International_Shopping_Mall,_Kochi",https://upload.wikimedia.org/wikipedia/commons/f/fd/Corridor_to_Lulu_Mall_from_Edappally_Metro_Station.jpg
Northern,Delhi,New Delhi,Rail Museum,Museum,1977,2.0,4.4,50,Yes,Monday,Cultural,Yes,0.24,Morning,Other,28.5845087,77.1822234,"https://en.wikipedia.org/wiki/National_Rail_Museum,_New_Delhi",https://upload.wikimedia.org/wikipedia/commons/4/49/65t_Capacity_Crane_at_NRM.jpg
North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2.0,4.6,0,No,,Nature,Yes,0.06,Morning,Hidden Gem,25.2777336,91.7292416,https://en.wikipedia.org/wiki/Living_root_bridge,https://upload.wikimedia.org/wikipedia/commons/9/9b/10_Shnongpdei_1.JPG
Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,3.0,4.6,0,Yes,Monday,Religious,No,0.18,All,Temple,23.2307543,72.6738324,https://en.wikipedia.org/wiki/Swaminarayan_Akshardham_(Gandhinagar),https://upload.wikimedia.org/wikipedia/commons/7/77/Akshardham_Gandhinagar_Gujarat.jpg
Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,2.0,4.5,40,Yes,,Historical,Yes,1.3,Afternoon,Heritage,27.1798258,78.0208223,https://en.wikipedia.org/wiki/Agra_Fort,https://upload.wikimedia.org/wikipedia/commons/6/6b/AgraFortColumn.jpg
Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,2.0,4.7,10,Yes,Monday,Cultural,Yes,0.15,All,Other,23.2584857,77.401989,https://en.wikipedia.org/wiki/Tribal_Museum_Bhopal,https://upload.wikimedia.org/wikipedia/commons/6/64/Tribal_Museum_Bhopal_1.jpg
Northern,Rajasthan,Jaipur,City Palace,Palace,1727,2.0,4.4,200,Yes,,Historical,Yes,0.51,Morning,Heritage,26.9262096,75.8238346,"https://en.wikipedia.org/wiki/City_Palace,_Jaipur",https://upload.wikimedia.org/wikipedia/commons/1/1b/A_masterpiece_of_oriental_magnificence_-_palace_of_the_Maharaja_of_Jeypore%2C_India.jpg
Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,2.0,4.5,200,Yes,,Historical,Yes,0.63,All,Other,26.9117053,75.8194973,https://en.wikipedia.org/wiki/Albert_Hall_Museum,https://upload.wikimedia.org/wikipedia/commons/c/c4/A_Jain_muni.jpg
